date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:52:26	204814/204814	---M-Z	200	added ('OK')	application/octet-stream	etag:%22adf0482266ec6f4cbc6edd757daf63f9-ssl-df%22	https://beatdrum.netlify.app/assets/webfonts/fa-solid-900.eot?	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/webfonts/fa-solid-900d41d.eot	(from https://beatdrum.netlify.app/assets/css/fontawesome.min.css)
14:52:26	80300/80300	---M--	200	added ('OK')	font/woff2	etag:%2294ae8632512be15cd9ca07fbfee4d609-ssl%22	https://beatdrum.netlify.app/assets/webfonts/fa-solid-900.woff2	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/webfonts/fa-solid-900.woff2	(from https://beatdrum.netlify.app/assets/css/fontawesome.min.css)
14:52:27	104280/104280	---MCZ	200	added ('OK')	application/font-woff	etag:%22a4205731b95a0ac7bb2b4f2e4a7e0574-ssl-df%22	https://beatdrum.netlify.app/assets/webfonts/fa-solid-900.woff	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/webfonts/fa-solid-900.woff	(from https://beatdrum.netlify.app/assets/css/fontawesome.min.css)
14:52:28	204528/204528	---M--	200	added ('OK')	font/ttf	etag:%221c450b78527922756aa53c829681f6e4-ssl%22	https://beatdrum.netlify.app/assets/webfonts/fa-solid-900.ttf	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/webfonts/fa-solid-900.ttf	(from https://beatdrum.netlify.app/assets/css/fontawesome.min.css)
14:52:29	46285/46285	---MCZ	200	added ('OK')	image/svg+xml	etag:%22d313143ff6f60900c66c0583279ec9b6-ssl-df%22	https://beatdrum.netlify.app/assets/img/about-hero.svg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/img/about-hero.svg	(from https://beatdrum.netlify.app/about.html)
14:52:29	922603/922603	---MCZ	200	added ('OK')	image/svg+xml	etag:%22ddbe994c6e88a97cad56e2dd8524372f-ssl-df%22	https://beatdrum.netlify.app/assets/webfonts/fa-solid-900.svg	//Mac/Home/Downloads/web/beatdrum.netlify.app/assets/webfonts/fa-solid-900.svg	(from https://beatdrum.netlify.app/assets/css/fontawesome.min.css)
14:52:30	11002/11002	---MCZ	200	added ('OK')	text/html	etag:%222e83a0823bd8e6bef57a9bdd7d03cf24-ssl-df%22	https://beatdrum.netlify.app/about%20crawling.html	//Mac/Home/Downloads/web/beatdrum.netlify.app/about%20crawling.html	(from https://beatdrum.netlify.app/about.html)
14:52:30	2403/2403	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%2286423397534dffe98d0a82541d4818cb-ssl-df%22	https://beatdrum.netlify.app/about%20NLTK.html	//Mac/Home/Downloads/web/beatdrum.netlify.app/about%20NLTK.30.delayed	(from https://beatdrum.netlify.app/about.html)
14:52:31	9919/9919	---MCZ	200	added ('OK')	text/html	etag:%2286423397534dffe98d0a82541d4818cb-ssl-df%22	https://beatdrum.netlify.app/about%20nltk	//Mac/Home/Downloads/web/beatdrum.netlify.app/about%20nltk.html	(from https://beatdrum.netlify.app/about.html)
14:52:32	2615/2615	---MC-	301	error ('Moved%20Permanently')	text/html	etag:%22224f4b184484505091b4a8aa974ff1bb-ssl-df%22	https://beatdrum.netlify.app/about%20Glove.html	//Mac/Home/Downloads/web/beatdrum.netlify.app/about%20Glove.32.delayed	(from https://beatdrum.netlify.app/about.html)
