word,similarity
rather,[0.88471233]
something,[0.86162228]
nothing,[0.8544734]
always,[0.85131496]
come,[0.85131406]
perhaps,[0.8477425]
make,[0.84417595]
better,[0.84315075]
time,[0.84298361]
little,[0.84216239]
